model,attack_method,attack_parameter,total_examples,correct_predictions,success_rate,total_chars,correct_chars,char_accuracy
best_robust_model,gaussian,0.1,17,16,0.9411764705882353,113,112,0.9911504424778761
best_robust_model,gaussian,0.2,17,8,0.47058823529411764,113,101,0.8938053097345132
best_robust_model,gaussian,0.3,17,2,0.11764705882352941,113,68,0.6017699115044248
best_robust_model,gaussian,0.4,17,0,0.0,113,28,0.24778761061946902
best_robust_model,bim,0.01,17,16,0.9411764705882353,113,112,0.9911504424778761
best_robust_model,bim,0.05,17,16,0.9411764705882353,113,112,0.9911504424778761
best_robust_model,bim,0.1,17,16,0.9411764705882353,113,112,0.9911504424778761
best_robust_model,ifgs,0.7,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_model,ifgs,0.8,17,14,0.8235294117647058,113,108,0.9557522123893806
best_robust_model,ifgs,0.9,17,12,0.7058823529411765,113,107,0.9469026548672567
best_robust_model,smooth_fgsm,sigma=0.5_epsilon=0.5,17,16,0.9411764705882353,113,112,0.9911504424778761
best_robust_model,smooth_fgsm,sigma=1.0_epsilon=1.0,17,16,0.9411764705882353,113,112,0.9911504424778761
best_robust_model,smooth_fgsm,sigma=1.5_epsilon=1.0,17,16,0.9411764705882353,113,112,0.9911504424778761
best_robust_model,smooth_fgsm,sigma=1.0_epsilon=1.5,17,16,0.9411764705882353,113,112,0.9911504424778761
best_robust_augmented_model,fgsm,0.1,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_augmented_model,fgsm,0.5,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_augmented_model,fgsm,1.0,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_augmented_model,fgsm,2.0,17,13,0.7647058823529411,113,109,0.9646017699115044
best_robust_augmented_model,gaussian,0.1,17,14,0.8235294117647058,113,110,0.9734513274336283
best_robust_augmented_model,gaussian,0.2,17,8,0.47058823529411764,113,93,0.8230088495575221
best_robust_augmented_model,gaussian,0.3,17,0,0.0,113,45,0.39823008849557523
best_robust_augmented_model,gaussian,0.4,17,0,0.0,113,18,0.1592920353982301
best_robust_augmented_model,bim,0.01,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_augmented_model,bim,0.05,17,14,0.8235294117647058,113,110,0.9734513274336283
best_robust_augmented_model,bim,0.1,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_augmented_model,ifgs,0.7,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_augmented_model,ifgs,0.8,17,11,0.6470588235294118,113,107,0.9469026548672567
best_robust_augmented_model,ifgs,0.9,17,11,0.6470588235294118,113,104,0.9203539823008849
best_robust_augmented_model,smooth_fgsm,sigma=0.5_epsilon=0.5,17,14,0.8235294117647058,113,110,0.9734513274336283
best_robust_augmented_model,smooth_fgsm,sigma=1.0_epsilon=1.0,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_augmented_model,smooth_fgsm,sigma=1.5_epsilon=1.0,17,15,0.8823529411764706,113,111,0.9823008849557522
best_robust_augmented_model,smooth_fgsm,sigma=1.0_epsilon=1.5,17,15,0.8823529411764706,113,111,0.9823008849557522
